speed,lat,lon,is_fishing,shiptype,label
2.2000000477,55.38457870479999,-167.819732666,1.0,drifting_longlines,1
3.0999999046,34.1548194885,-52.847328186000006,1.0,drifting_longlines,1
8.1000003815,-22.5881614685,10.1030979156,1.0,drifting_longlines,1
3.7999999523,-27.3892784119,-75.8333969116,1.0,trawlers,1
6.599999904600001,62.2346076965,-6.800688266799999,1.0,trawlers,1
2.2000000477,-20.860332489,165.71951293950002,1.0,drifting_longlines,1
4.9000000954,14.2115001678,-29.0636672974,1.0,drifting_longlines,1
6.400000095399999,-6.1020150185,160.6528778076,1.0,drifting_longlines,1
5.0,-15.95844841,6.498046875,1.0,drifting_longlines,1
7.5,-27.8089847565,-23.783159256,1.0,drifting_longlines,1
2.5,53.4574203491,5.483264923099999,1.0,unknown,1
37.0999984741,-18.3796672821,7.555500030499999,1.0,drifting_longlines,1
2.2000000477,55.795848846400006,-166.8538513184,1.0,drifting_longlines,1
3.9000000954,35.392791748,-42.7310523987,1.0,drifting_longlines,1
3.2999999523000003,72.2445220947,9.4343681335,1.0,trawlers,1
1.1000000238,8.5979013443,-32.5292205811,1.0,drifting_longlines,1
2.2000000477,32.184906005900004,-16.6264591217,1.0,unknown,1
2.0999999046,38.2224884033,-28.2085609436,1.0,unknown,1
3.0999999046,53.5657463074,5.7857098579,1.0,trawlers,1
1.2999999523,48.4152984619,-9.6003131866,1.0,fixed_gear,1
3.0,1.9691666365,-145.8033294678,1.0,drifting_longlines,1
5.599999904600001,8.587387085,-32.3681182861,1.0,drifting_longlines,1
5.599999904600001,-19.6458339691,43.7304992676,1.0,drifting_longlines,1
4.4000000954,-39.3719711304,-79.2044830322,1.0,trawlers,1
3.9000000954,-22.6529197693,-24.2299022675,1.0,drifting_longlines,1
0.0,58.1122665405,11.3663921356,1.0,fixed_gear,1
4.9000000954,-24.643579483000003,36.265712738000005,1.0,drifting_longlines,1
3.5999999046,72.4013900757,5.1459717751,1.0,trawlers,1
0.8000000119,38.2561264038,-28.1642360687,1.0,unknown,1
3.2999999523000003,73.0653686523,6.762440204600001,1.0,trawlers,1
6.3000001907000005,13.3371162415,-24.8837165833,1.0,drifting_longlines,1
1.8999999762,-2.9993834496,-142.4842529297,1.0,drifting_longlines,1
4.5999999046,36.7688217163,-32.8394851685,1.0,drifting_longlines,1
4.6999998093,42.3635406494,10.5091581345,1.0,unknown,1
0.6000000238000001,40.0098190308,-9.8372449875,1.0,unknown,1
4.5,21.9784584045,-18.9284553528,1.0,drifting_longlines,1
5.6999998093,8.6798801422,-31.0377559662,1.0,drifting_longlines,1
3.0999999046,43.7542076111,-7.054466724400001,1.0,trawlers,1
1.7000000477,2.5539999008,-159.1260070801,1.0,drifting_longlines,1
0.0,48.0980567932,-4.3243665695,1.0,unknown,1
5.400000095399999,-26.9860305786,-27.616619110100004,1.0,drifting_longlines,1
1.3999999762,42.2835388184,15.0474004745,1.0,purse_seines,1
2.7999999523000003,72.2462081909,4.477098465,1.0,trawlers,1
